tid,admg,tdmg,afrg,tfrg,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
10241,843,1730,0.83,1.91,18.08,52.19,87.67,121.09,155.43,189.64,225.14,259.46,293.45,327.56,361.66,394.75,427.82,459.99,492.51,524.66,556.27,588.21,620.15,651.86,682.66,712.89,743.8,774.15,804.15,834.03,863.69,892.67,921.29,948.21,972.74,995.55,1016.2,1033.96,1050.12,1066.41,1082.2,1097.82,1113.08,1127.47,1142.19,1156.92,1171.4,1186.08,1200.59,1215.14,1229.46,1243.97,1257.99,1271.84,1285.68,1299.88,1314.03,1327.47,1341.14,1354.57,1368.06,1381.63,1395.05,1408.43,1421.43,1435.15,1448.53,1461.13,1474.39,1487.32,1500.37,1513.95,1526.69,1539.68,1552.86,1566.33,1578.92,1592.23,1605.95,1618.98,1630.86,1643.43,1656.56,1669.77,1683.84,1695.43,1709.56,1724.37,1736.88,1750.59,1764.47,1776.93,1792.65,1806.48,1822.55,1839.1,1856.27,1873.52,1892.6,1911.52,1935.95,1963,2002.54,2044.45
10257,1249,3643,0.75,2.21,138.61,182.4,224.89,264.78,306.36,345.74,385.83,425.01,465.04,503.31,542.16,579.89,617.57,653.8,689.89,726.27,761.94,796.57,831.35,864.6,896.92,927.98,956.6,980.6,1002.05,1017.17,1029.59,1040.87,1051.71,1062.03,1072.6,1082.81,1092.93,1103.09,1113.19,1123.24,1133.18,1143.16,1153.17,1163.13,1173.11,1182.93,1192.56,1202.6,1212.35,1222.19,1232.14,1242.06,1252.08,1262.02,1272.29,1282.48,1292.65,1302.91,1313.14,1323.44,1334.15,1344.51,1355,1365.52,1376.36,1387.12,1397.83,1408.5,1419.62,1430.89,1441.63,1452.94,1464.97,1477.26,1489.16,1500.33,1512.41,1525.98,1538.59,1551.97,1565.16,1578.05,1591.68,1606.24,1619.27,1634.9,1650.37,1664.72,1678.4,1694.69,1711.92,1725.99,1741.16,1761.98,1783.13,1800.33,1820.06,1842.53,1872.54,1903.59,1927.74,1961.55,2013.2,2062.57
10273,287,844,0.74,2.37,-319.08,-292.73,-267.87,-241.74,-215.82,-190.75,-165.15,-139.02,-113.63,-87.5,-60.93,-34.49,-7.92,19.27,46.15,73.34,102.02,130.18,158.86,188.07,217.28,247.46,277.95,309.49,341.69,373.98,406.8,441.43,475.96,511.76,546.92,583.57,621.61,660.69,700.32,740.05,781.27,823.23,864.77,907.58,946.99,981.52,1009.18,1027.49,1044.02,1060.33,1075.93,1092.31,1108.77,1125.46,1142.62,1160.28,1177.71,1194.84,1212.79,1231.45,1249.45,1267.18,1285.92,1304.4,1322.35,1339.85,1357.92,1375.54,1393.08,1412.49,1431.08,1448.55,1466.99,1486.03,1503.76,1521.82,1540.49,1558.18,1574.71,1592.78,1609.99,1626.22,1643.54,1661.19,1677.91,1696.95,1713.56,1730.5,1745.35,1762.89,1780.55,1796.26,1811.48,1829.51,1851.06,1871.18,1889.88,1905.67,1930.09,1951.94,1974.79,2007.33,2050.76,2121.87
10497,711,1440,0.93,2,-162.72,-130.9,-98.29,-64.21,-29.1,6.11,42.69,79.5,116.76,154.76,193.04,231.66,270.68,309.36,348.09,387.22,426.07,464.41,502.63,540.52,577.89,615.49,652.13,689.05,725,760.88,796.29,831.05,865.08,898.26,930.25,960.7,987.67,1011.48,1031.89,1050.69,1068.91,1086.68,1103.52,1120.26,1136.62,1152.56,1168.23,1183.84,1199.08,1213.95,1228.55,1242.93,1257.18,1271.01,1284.84,1298.4,1312.06,1325.62,1338.89,1351.79,1364.51,1377.13,1389.67,1402.1,1414.46,1426.7,1438.6,1450.73,1462.71,1474.1,1485.61,1497.48,1509.16,1520.31,1531.71,1543.05,1554.05,1565.54,1576.4,1587.96,1599.61,1611.17,1622.14,1632.51,1644.58,1657.27,1669.34,1680.76,1690.88,1702.19,1714.35,1726.67,1739.94,1752.55,1765.58,1779.74,1796.06,1810.74,1828.36,1847.54,1868.93,1895.55,1925.02,1967.34
10513,1037,2301,0.73,1.93,60.57,95.28,130.24,166.33,199.94,234.01,268.33,302.25,335.69,368.8,400.78,432.54,464.74,496.75,527.95,559.43,590.52,622.01,653.52,684.79,716.06,747.72,778.67,809.05,839.58,869.71,899.78,929.1,956.04,980.83,1003.73,1022.02,1038.28,1053.42,1068.33,1083.1,1097.36,1111.66,1125.83,1139.95,1153.77,1167.72,1181.45,1195.08,1209.06,1222.65,1236.31,1249.67,1262.84,1276.17,1290.07,1303.14,1316.22,1329.5,1342.3,1355.41,1368.38,1380.64,1393.59,1406.09,1418.59,1431.12,1443.45,1455.84,1468.57,1480.7,1492.27,1504.67,1516.88,1528.45,1540.69,1553.19,1564.93,1576.61,1589.36,1601.89,1614.23,1626.2,1639.73,1652,1663.88,1675.84,1688.57,1701.31,1713.99,1728.03,1742.63,1757.09,1769.71,1786.52,1802.72,1819.54,1840.82,1859.65,1876.44,1895.58,1920.98,1944.15,1976.07,2022.82
10529,419,1253,0.82,2.68,-247.6,-223.17,-198.98,-174.23,-149.71,-124.96,-99.78,-74.8,-49.62,-24.41,1,26.63,52.27,78.56,105.18,131.8,159.44,187.17,215.01,243.63,272.57,302.18,332.34,363.61,395.22,427.47,460.62,494.65,530.12,566.02,603.26,641.48,681.15,721.47,762.78,805.66,848.97,893.65,937.06,975.81,1006.29,1025.15,1041.77,1057.91,1073.69,1089.82,1106.03,1122.26,1138.83,1155.46,1172.07,1188.67,1205.27,1221.49,1237.68,1253.82,1269.96,1285.68,1301.41,1317.13,1332.44,1347.71,1362.53,1377.4,1392.15,1406.99,1421.38,1435.33,1450.09,1464.01,1477.9,1491.39,1504.04,1517.13,1530.49,1543.58,1556.6,1569.53,1582.23,1595.2,1607.82,1620.77,1634.24,1647.38,1659.96,1673.43,1686.92,1700.36,1715.14,1728.64,1741.66,1759.23,1773.56,1790.65,1807.76,1826.11,1847.23,1872.46,1904.74,1945.11
10577,152,239,1.07,1.7,-471.48,-442.91,-398.77,-362.85,-329.52,-297.06,-249.46,-216.57,-176.32,-134.77,-97.54,-66.39,-25.27,14.11,47,86.38,119.27,156.06,194.16,237.43,273.34,309.7,354.27,386.73,428.29,468.53,510.52,552.92,592.3,629.11,668.49,705.28,742.91,777.12,813.47,849.82,881.85,919.51,950.37,986.37,1016.68,1049.67,1080.87,1111.93,1149.7,1185.76,1217.3,1247.26,1277.09,1302.96,1333.33,1363.16,1390.39,1416.12,1444.72,1473.73,1500.96,1526.82,1557.47,1581.83,1612.89,1640.94,1665.3,1685.28,1711.69,1736.73,1760.26,1775.59,1799.26,1823.75,1852.22,1875.34,1897.37,1939.79,1967.02,1993.43,2025.45,2050.9,2067.6,2086.89,2106.05,2133.96,2159.82,2179.53,2220.85,2250.68,2265.74,2292.28,2310.76,2355.23,2363.3,2367.95,2373.02,2379.86,2400.25,2412.15,2447.87,2466.14,2484.4,2496.31
10753,1436,2880,0.80,1.74,79.68,117.96,156.28,194.54,231.85,267.58,303.32,337.98,371.18,405.09,438.12,470.29,501.68,532.92,563.33,593.69,622.52,651.2,679.87,707.91,735.65,763.38,790.43,817.36,844.26,869.62,895.6,920.87,945.17,967.81,988.96,1008.3,1025.31,1040.74,1056.09,1070.7,1085.1,1099.25,1113.32,1127.48,1141.46,1155.4,1169.22,1182.74,1196.42,1209.88,1223.86,1237.12,1250.64,1263.88,1277.32,1290.58,1303.37,1316.11,1328.97,1341.92,1355.08,1367.7,1380.25,1393.17,1406.26,1419.14,1431.67,1444.13,1457.03,1469.69,1482.58,1495.1,1507.69,1520.61,1533.51,1545.46,1559.07,1571.03,1583.43,1596.74,1608.97,1621.29,1633.15,1646.53,1658.44,1671.36,1682.87,1696.89,1710.07,1724.28,1738.69,1753.88,1766.74,1781.58,1795.87,1811.72,1827.7,1844.13,1862.36,1883.34,1909.71,1935.36,1963.85,1997.23
10769,896,1840,0.78,1.8,-42.76,-4.14,35.09,73.47,110.9,148.09,185.04,221.11,256.16,290.56,324.75,358.2,391.2,423.05,454.46,486.31,517.28,548.61,579.3,609.55,639.22,668.35,697.54,726.43,754.85,783.15,811.26,838.96,866.35,893.53,919.84,945.29,969.54,991.67,1011.29,1028.35,1044.63,1059.86,1075.29,1090.08,1104.82,1119.51,1133.91,1148.32,1162.7,1176.85,1190.95,1205.06,1219.18,1233.26,1246.85,1260.37,1273.62,1287.38,1300.87,1314.26,1327.48,1340.8,1353.98,1367.12,1380.27,1393.34,1406.49,1419.67,1432.32,1445.1,1458.15,1471.26,1483.96,1496.94,1509.74,1522.31,1534.87,1546.89,1558.93,1571.37,1583.93,1596.22,1607.98,1619.98,1632.61,1644.34,1657.32,1669.7,1682.36,1694.58,1706.21,1721.02,1734.02,1749.37,1764.85,1777.75,1792.27,1807.84,1829.15,1853.09,1881.96,1903.5,1933.47,1978.99
10785,1619,3490,0.78,2.07,292.4,327.9,363.89,399.14,432.67,467.22,501.57,535.42,568.3,601.44,634.12,666.75,698.28,729.36,760.7,790.84,820.86,850.91,880.37,908.55,936.31,961.58,984.56,1005.38,1022.52,1037.89,1052.38,1066.28,1080.17,1093.74,1106.97,1120.13,1133.23,1146.26,1159.22,1171.91,1184.53,1196.77,1209.13,1221.49,1233.78,1246.28,1258.56,1270.66,1282.75,1294.85,1307.01,1319.04,1330.79,1342.22,1354.57,1366.33,1378.23,1389.73,1401.68,1413.18,1424.53,1435.54,1446.98,1458.28,1469.9,1480.99,1492.48,1503.71,1514.93,1526.16,1537.19,1547.67,1558.69,1569.45,1580.27,1591.04,1602.6,1613.42,1624.24,1635.6,1647.09,1659,1670.15,1680.57,1692.72,1705.01,1716.57,1727.45,1738.15,1749.39,1760.94,1773.97,1787.94,1797.35,1811.73,1826.74,1842.31,1857.82,1874.87,1894.3,1918.06,1945.12,1977.16,2030.05
10817,824,1651,0.75,1.7,149.23,188.16,226.05,262.45,297.86,331.72,365.59,399.02,431.31,463.17,494.45,525.34,555.66,585.49,614.33,643.63,671.94,700.29,728.56,756.81,784.16,811.44,838.61,865.05,891.33,916.57,941.37,964.51,985.85,1005.21,1022.44,1038.82,1054.06,1068.85,1083.72,1098.23,1112.47,1126.34,1140.41,1154.01,1167.63,1181.13,1194.66,1208.16,1221.74,1235.18,1248.16,1261.23,1274.3,1287.44,1300.12,1313.19,1326.35,1339.23,1352.13,1364.81,1377.23,1390.12,1402.89,1415.49,1428.19,1440.81,1452.59,1465.39,1478.38,1491.15,1503.3,1515.57,1527.79,1539.8,1551.63,1563.26,1575.57,1587.49,1599.34,1612.32,1624.73,1638,1650.23,1663.58,1675.73,1689.21,1702.48,1714.12,1727.35,1740.15,1754.38,1770.14,1783.22,1799.37,1815.6,1831.39,1849.89,1870.09,1887.75,1908.66,1926.97,1954.1,1986.75,2026.46
10833,281,464,0.77,1.36,-306.81,-265.21,-228.3,-196.2,-161.94,-130.07,-99.89,-69.71,-41.1,-13.45,14.8,39.94,67.95,94.64,120.01,145.87,172.56,200.21,226.9,252.77,280.65,309.86,337.75,366.73,394.75,422.4,452.35,483.72,514.26,546.36,575.71,607.08,639.04,672.84,706.64,739.34,773.96,807.02,838.53,873.15,906.81,940.48,972.04,1000.16,1029.52,1058.35,1087.7,1115.45,1143.44,1170.12,1198.25,1225.83,1252.08,1276.67,1300.43,1321.62,1344.75,1370.66,1394.35,1418.24,1441.16,1459.92,1481.73,1503.2,1523.83,1544.73,1568.91,1590.65,1610.31,1630.11,1648.86,1668.1,1685.33,1701.58,1720.06,1739.72,1758.68,1780.15,1793,1816.06,1837.25,1851.21,1869.13,1880.45,1907.34,1924.84,1945.75,1962.56,1976.45,1993.82,2020.63,2047.86,2058.21,2081.55,2108.09,2135.11,2191.44,2250.56,2256.88,2297.3
11009,1024,2091,0.70,1.6,47.18,81.82,115.7,149.43,183.44,216.42,250.29,283.55,315.91,348.56,380.15,411.13,442.1,472.47,502.23,531.68,560.66,589.51,618.05,646.28,674.35,702.13,729.45,756.45,783.77,810,836.41,862.35,888.03,913.17,937.43,960.49,982.14,1002.11,1019.11,1034.82,1049.77,1064.3,1078.56,1092.75,1106.6,1120.57,1134.45,1148.04,1161.4,1174.85,1188.11,1201.4,1214.72,1228.04,1241.12,1254.31,1267.33,1280.69,1293.91,1307.03,1320.04,1332.97,1345.69,1358.53,1371.22,1383.91,1396.69,1409.45,1422.13,1434.62,1447.44,1459.92,1471.97,1484.68,1497.61,1510.29,1523.15,1535.83,1547.74,1560.06,1571.91,1584.86,1597.05,1609.23,1622.45,1635.64,1648.29,1661.38,1674.2,1687.42,1701.68,1715.97,1729.42,1744.35,1760.45,1777.09,1791.61,1809.42,1825.35,1848.01,1864.47,1886.37,1926.4,1971.45
11025,862,1793,0.84,1.83,85.39,120.03,156.06,191.4,225.66,260.08,294.43,327.55,360.37,392.34,423.64,454.62,484.92,514.76,543.54,573.07,601.69,630.46,658.62,686.41,714.12,741.81,768.9,796.22,822.94,849.88,876.44,902.31,927.95,952.38,974.97,995.65,1013.87,1029.92,1044.96,1059.49,1073.85,1088.03,1102.05,1115.85,1129.65,1143.3,1156.63,1170.21,1183.64,1197.11,1210.21,1223.38,1236.86,1249.66,1262.48,1275.48,1288.59,1301.23,1314.06,1326.77,1339.99,1352.62,1365.18,1377.96,1390.43,1402.95,1415.51,1428.06,1439.9,1451.92,1464.28,1476.21,1488.61,1500.81,1513.11,1524.87,1537.05,1549.32,1561.28,1574.03,1585.71,1597.89,1610.65,1623.31,1635.36,1647.1,1659.05,1672.11,1685.31,1698.03,1712.16,1725.53,1738.15,1751,1765.51,1780.09,1794.87,1811.21,1828.7,1849.91,1872.05,1892.62,1923.95,1961.25
11041,803,1810,0.75,1.87,6.59,37.51,69.52,101.09,131.98,162.9,193.12,223.15,253.15,282.7,311.88,341.21,369.88,399.05,428.17,456.84,485.53,513.95,542.64,571.33,599.83,628.26,657.11,685.61,714.3,742.94,771.44,800.1,828.58,856.85,884.83,911.97,938.61,963.31,985.97,1006.42,1023.07,1037.7,1052.12,1065.54,1079.65,1092.88,1105.75,1119.15,1132.53,1145.21,1158.58,1171.26,1183.93,1197.32,1209.99,1222.65,1235.31,1247.98,1261.35,1273.99,1286.64,1299.32,1311.98,1323.94,1336.58,1349.23,1361.89,1374.5,1386.46,1399.08,1411.03,1422.97,1435.6,1447.53,1460.16,1472.83,1485.49,1497.45,1510.05,1522.69,1534.63,1546.55,1559.2,1571.88,1585.26,1597.95,1610.57,1623.96,1636.66,1649.33,1662.71,1676.11,1689.49,1703.63,1719.31,1734.21,1750.63,1766.91,1784.07,1804.14,1828.73,1856.28,1888.34,1938.22
11073,1413,2944,0.85,2,334.8,370.59,404.02,437.23,471.11,502.55,534.76,565.8,595.29,625.14,654.3,683.31,711.17,739.62,768.05,794.8,822.16,848.91,874.97,901.29,926.95,950.98,973.51,993.62,1012.12,1027.95,1042.56,1056.64,1070.54,1084.35,1097.76,1111.14,1124.67,1137.9,1150.98,1163.99,1176.97,1189.77,1202.87,1215.42,1228.07,1240.78,1253.3,1266.13,1278.37,1290.87,1303.36,1315.73,1328.22,1340.62,1352.71,1364.9,1377.42,1389.52,1401.76,1413.61,1425.49,1437.22,1449.38,1461.38,1473.59,1485.65,1497.26,1508.47,1520.53,1532.01,1543.28,1555.65,1566.64,1578.98,1589.97,1601.57,1613.67,1625.82,1637.49,1649.67,1661.49,1672.33,1684.42,1697.35,1708.15,1720.49,1735.13,1747.56,1759.01,1773.89,1784.79,1799.33,1815.86,1831.36,1845.32,1859.77,1878.32,1896.45,1919.66,1943.91,1963.69,1995.62,2029.57,2091.51
11089,494,920,0.94,1.83,-230.67,-178.18,-126.32,-80.75,-40.88,-4.14,30.64,62.9,94.54,124.89,153.37,181.18,209.05,235.65,262.82,289.43,315.98,341.96,368.52,394.47,421.66,449.49,476.72,503.94,531.77,559.61,588.04,616.53,646.31,676.04,705.78,736.12,767.1,797.5,829.75,861.39,893.65,924.72,956.4,985.67,1013.71,1038.36,1061.88,1084.72,1107.61,1129.87,1152.34,1174.22,1196.06,1218.11,1238.9,1259.73,1279.77,1300.15,1319.1,1338.5,1357.37,1375.81,1394.84,1413.42,1432.41,1449.42,1466.35,1484.25,1501.44,1518.63,1535.53,1552.12,1567.51,1583.7,1599.36,1615.39,1630.14,1644.23,1657.68,1671.31,1685.93,1701.65,1715.66,1729.07,1743.45,1760.05,1777.62,1794.39,1811.36,1825.07,1844.44,1861.79,1876.58,1889.66,1910.78,1924.83,1941.6,1956.78,1978.54,2004.27,2027.12,2051.69,2083.04,2108.56
11265,563,1355,0.70,1.94,-103.57,-73,-41.21,-9.33,22.28,53.46,84.73,116.71,148.31,179.78,211.05,242.56,273.93,305.43,336.19,366.99,397.84,428.02,458.72,489.29,519.57,550.04,580.42,610.37,640.65,670.93,701.02,731.16,761.34,791.11,821.29,850.86,880.43,909.58,937.64,964.02,987.28,1007.66,1023.34,1037.42,1050.92,1064.06,1077.1,1089.99,1102.88,1115.77,1128.6,1141.37,1154.33,1167.22,1180.29,1193.15,1206.17,1219.21,1232.1,1245.05,1257.91,1270.92,1283.72,1296.74,1309.57,1322.34,1335.2,1348.06,1360.83,1373.29,1386.03,1398.83,1411.23,1423.81,1436.49,1449.54,1462.3,1474.74,1487.48,1500.18,1512.74,1525.32,1538.18,1550.98,1564.39,1577.38,1590.82,1604.2,1618,1632.21,1645.68,1660.1,1673.45,1687.44,1702.62,1717.74,1733.29,1750.95,1770.44,1790.35,1811.64,1838.4,1868.13,1910.98
11281,431,852,1.12,2.34,-354.44,-333.32,-308.92,-286.1,-262.52,-239.69,-216.49,-191.71,-167.25,-142.85,-116.68,-91.08,-63.34,-35.54,-5.84,24.49,56.71,90.31,125.99,162.76,200.9,240.56,282.49,325.11,368.99,412,455.94,501.96,546.61,592.57,636.07,679.52,722.58,765.7,807.01,849.69,890.67,927.55,964,996.96,1024.15,1047.12,1069.75,1091.31,1112.42,1132.72,1152.86,1172.64,1193.04,1212.63,1231.96,1251.21,1269.99,1288.79,1307.59,1326.83,1345.17,1362.91,1380.46,1398.09,1415.29,1432.66,1449.14,1467.22,1485.21,1502.22,1521.2,1538.39,1556.47,1572.69,1591.48,1605.83,1622.58,1637.62,1651.98,1668.36,1683.24,1698.84,1718.24,1733.74,1749.33,1764.56,1782.21,1800.11,1813.29,1833.06,1850.43,1874.31,1895.24,1917.16,1937.02,1961.61,1979.69,2008.01,2029.68,2050.5,2066.81,2098.07,2150.9,2192.58
11297,1219,2350,0.87,1.86,91.26,131.95,171.6,210.23,249.92,288.2,325.14,360.69,395.55,430.06,462.58,494.69,526.13,556.91,587.37,616.76,646.13,674.54,702.89,730.28,757.59,784.58,811.27,837.27,863.24,888.87,913.51,938.11,961.37,983.24,1003.17,1020.84,1036.69,1052.16,1067.18,1082.13,1096.72,1111.1,1125.31,1139.69,1153.95,1167.95,1181.78,1195.48,1209.15,1222.71,1236.05,1249.34,1262.61,1276,1289.1,1302.04,1315.2,1328,1341.04,1353.82,1366.49,1378.99,1391.43,1403.91,1416.51,1428.8,1441.3,1453.54,1466.11,1478.49,1490.91,1503.07,1516.08,1527.99,1539.94,1551.74,1563.45,1575.61,1587.73,1599,1610.96,1623.07,1635.8,1647.97,1660.39,1672.2,1684.01,1697.2,1707.45,1721.12,1734.08,1746.5,1759.81,1774.4,1788.56,1803.33,1819.39,1833.21,1848.04,1868.26,1891.7,1916.14,1941.28,1978.37
11345,825,1427,0.80,1.43,220.83,257.39,290.15,322.82,355.68,386.17,416,446.69,476.89,505.78,535.89,564.2,593.28,621.78,649.15,676.8,703.97,729.83,755.49,782.01,807.67,832.77,856.91,880.87,905.11,928.88,951.43,973.38,994.34,1014.17,1033.64,1051.36,1069.12,1086.56,1104.01,1121.08,1137.78,1154.02,1170.04,1185.86,1201.95,1217.38,1232.42,1247.55,1262.41,1276.95,1291.34,1305.69,1319.72,1333.79,1347.55,1361.3,1374.63,1387.78,1400.75,1414.41,1427.69,1440.61,1453.21,1466.78,1479.56,1492.02,1504.29,1516.98,1529.3,1542.08,1554.68,1567,1578.86,1590.12,1602.44,1613.79,1625.37,1637.27,1648.58,1662.01,1674.28,1686.18,1698.23,1710.64,1721.76,1734.5,1745.48,1758.4,1770.81,1782.12,1794.48,1805.97,1819.54,1829.5,1844.92,1861.06,1877.63,1893.36,1906.52,1924.42,1941.08,1962.58,1996.31,2034.75
11521,1297,2911,0.74,2.33,90.3,124.39,158.22,191.6,224.37,257.03,288.73,320.23,350.62,380.85,410.98,440.45,469.92,498.58,527.19,555.55,583.5,611.45,639.04,666.84,694.38,721.67,748.81,776.1,803.29,830.28,857.11,883.33,909.3,934.01,957.14,978.41,998.17,1015.23,1029.63,1043.43,1056.79,1069.84,1082.77,1095.53,1108.26,1120.85,1133.5,1146.12,1158.8,1171.49,1184.18,1196.91,1209.6,1222.25,1234.9,1247.44,1259.98,1272.29,1284.7,1296.95,1309.28,1321.4,1333.63,1345.74,1357.5,1369.29,1381.16,1392.82,1404.3,1415.86,1426.84,1438.17,1449.28,1460.55,1471.49,1482.45,1493.08,1504.19,1514.83,1525.85,1536.36,1546.89,1557.34,1568.24,1578.6,1589.71,1599.87,1610.55,1621.27,1631.96,1643.44,1654.79,1667.1,1679.25,1691.87,1704.91,1718.44,1733.24,1749.54,1765.82,1784.09,1804.51,1829.12,1873.06
11537,1312,2722,0.96,2.11,59.11,96.38,134.8,172.91,210.92,246.91,284.07,320.06,354.89,388.87,422.95,455.35,487.42,519.39,551.05,581.85,611.6,641.34,670.99,699.46,728.26,756.84,784.79,811.67,838.77,865.66,891.92,917.65,942.69,966.44,988.4,1007.98,1024.21,1039.5,1054.09,1068.15,1082.24,1096,1109.88,1123.73,1137.56,1151.11,1164.43,1177.52,1190.98,1204.3,1217.72,1231.27,1244.73,1258.46,1271.9,1285.45,1298.57,1311.38,1324.31,1337.35,1350.12,1362.86,1376.04,1389.06,1402.52,1415.8,1429.28,1442.21,1455.46,1467.88,1480.32,1493.73,1506.98,1519.59,1532.47,1544.98,1558.05,1570.37,1583.28,1597.04,1609.39,1621.65,1634.18,1647.18,1659.94,1673.29,1686.26,1700.86,1715.93,1729.05,1743.57,1760.96,1777.52,1794.94,1810.5,1828.24,1845.37,1862.12,1883.19,1905.64,1937.4,1972.57,2016.26,2066.1
11553,668,1757,0.86,2.36,-163.37,-133.76,-104.36,-75.19,-46.22,-16.75,13.09,42.93,72.97,102.91,133.09,163.69,194.3,225.44,256.49,288.07,320.01,352.15,384.63,417.88,450.89,484.48,518.39,552.74,587.73,623.18,658.73,694.62,730.84,767.4,804.16,841.04,878.03,914.36,948.89,979.42,1004.8,1022.61,1037.78,1052.01,1066.03,1079.94,1093.58,1107.2,1120.8,1134.06,1147.4,1160.77,1174.01,1187.12,1200.07,1212.78,1225.65,1238.64,1251.38,1263.99,1276.5,1288.94,1301.32,1313.65,1325.94,1337.89,1350.04,1362.25,1374.1,1385.99,1397.93,1409.7,1421.4,1433.21,1445.14,1456.71,1467.8,1479.57,1490.92,1502.59,1514.19,1525.76,1537.02,1549.31,1560.84,1573.13,1585.04,1597.3,1609.41,1621.82,1634.52,1647.64,1661.02,1675.21,1689.09,1703.9,1718.35,1734.59,1752.6,1770.14,1790.08,1813.97,1850.72,1895.51
11585,553,1234,0.70,1.74,-6.78,28.93,65.25,102.47,137.43,173.15,208.11,243.22,276.67,309.98,342.45,375.3,407.17,439.42,470.39,501.81,532.4,563.89,594.71,625.45,656.57,687.16,717.98,748.34,778.56,809.15,838.91,868.52,897.75,926.46,953.36,977.72,999.32,1017.57,1033.7,1048.66,1062.98,1077.1,1091.03,1105.04,1119.05,1132.77,1146.3,1159.9,1173.72,1187.34,1200.66,1214.18,1227.4,1240.5,1253.73,1267.14,1280.36,1293.58,1306.88,1319.81,1333.63,1347.04,1360.26,1373.08,1386.6,1399.73,1412.54,1425.75,1438.78,1452.39,1465.31,1479.42,1493.03,1505.95,1519.56,1532.1,1544.31,1557.71,1570.95,1583.55,1596.77,1610.79,1623.12,1636.93,1649.55,1663.56,1676.56,1691.6,1706.6,1721.93,1735.84,1751.57,1767.4,1783.81,1798.43,1820.06,1834.29,1853.51,1872.02,1898.45,1920.9,1944.93,1981.98,2026.44
11601,1387,2444,0.87,1.46,469.93,500,529.41,558.02,587.7,613.39,641.06,666.63,691.37,715.93,740.99,765.89,790.11,812.47,835.08,857.71,879.91,900.42,922.23,942.09,961.51,980.27,998.29,1016.14,1033.27,1049.63,1065.89,1081.36,1097.19,1112.72,1127.62,1142.26,1157.16,1171.53,1185.7,1199.16,1213.32,1227.47,1241.7,1255.26,1268.82,1282.22,1296.21,1309.57,1323.14,1336.64,1350.73,1363.56,1376.35,1390.01,1403.66,1416.82,1430.16,1442.32,1455.7,1467.77,1479.89,1492.58,1504.7,1517.39,1530.09,1543.08,1555.94,1567.57,1580.02,1593.24,1606.11,1621.46,1633.64,1647.12,1661.25,1672.38,1685.89,1698.09,1710.13,1723.83,1735.9,1749.36,1761.42,1775.27,1788.81,1804.09,1819.16,1837.53,1850.22,1861.98,1875.54,1890.89,1903.8,1921.73,1941.47,1955.2,1977.31,2008.74,2038.68,2062.72,2090.11,2122.26,2176.32,2229.66
11777,440,1138,0.82,2.35,-107.38,-75.09,-43.08,-11.55,19.7,49.75,79.36,108.65,137.66,166.07,194.04,222.12,249.93,277.9,305.71,333.52,361.33,388.97,416.78,444.59,472.56,500.81,529.22,557.79,586.47,615.48,644.93,674.66,704.71,735.08,765.73,796.66,827.63,859.04,890.13,921.06,950.83,977.7,1000.58,1017.28,1031.16,1044.23,1057.13,1069.89,1082.49,1095.12,1107.76,1120.32,1132.95,1145.5,1158.08,1170.44,1182.86,1195.24,1207.62,1220,1232.33,1244.71,1257.09,1269.13,1281.29,1293.46,1305.44,1317.35,1329.64,1341.39,1353.17,1365.03,1377.01,1388.96,1400.91,1413.07,1424.82,1436.53,1448.55,1460.48,1472.05,1483.96,1495.74,1507.73,1519.73,1531.6,1544.15,1556.82,1569.41,1582.14,1594.83,1608.02,1620.73,1634.61,1648.49,1663,1678.94,1696.35,1714.41,1733.42,1754.6,1780.65,1811.59,1854.07
11793,689,1492,0.86,2,-43.58,-12.12,19.94,50.16,79.87,110.67,140.34,170.03,200.19,229.28,258.9,287.97,316.98,344.77,372.69,401.05,429.48,457.36,485.77,513.58,541.41,569.84,598.23,626.66,654.53,682.41,710.86,739.82,768.83,797.83,826.41,855.4,884.38,912.88,940.71,967.04,991.07,1011.86,1028.95,1045.2,1060.71,1076.14,1091.57,1106.96,1122.03,1137.14,1152.12,1167.07,1181.93,1197.16,1212.14,1227.53,1242.72,1257.5,1272.41,1287.15,1301.81,1316.22,1330.64,1345.34,1359.39,1373.93,1388.31,1402.48,1416.89,1431.19,1444.88,1458.76,1472.69,1487.39,1501.4,1515.69,1529.79,1543.19,1556.92,1570.64,1584.57,1597.52,1611.41,1625.22,1638.98,1654.13,1667.7,1681.87,1697.22,1710.82,1724.71,1739.74,1754.56,1770.68,1784.08,1799.67,1816.36,1833.34,1853.49,1876.35,1904.12,1938.31,1970.8,2010.88
