tid,admg,tdmg,afrg,tfrg,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
3857,889,1933,0.86,2.07,-11.69,23.93,59.41,93.31,128.3,162.52,195.98,229.39,262.19,294.39,326.75,358.44,389.85,420.65,451.58,482.35,512.36,542.35,571.73,601.41,630.78,660,688.6,717.5,746.25,774.86,803.3,831.56,859.39,887.02,914.23,940.2,964.5,986.37,1006.2,1022.72,1037.63,1051.91,1066,1079.66,1093.21,1106.51,1119.97,1133.18,1146.38,1159.4,1172.6,1185.54,1198.47,1211.31,1224.06,1236.91,1249.74,1262.42,1275.07,1287.83,1300.48,1313.08,1325.82,1338.49,1351.05,1363.71,1376.18,1388.67,1401.16,1413.2,1425.14,1437.45,1449.48,1462.06,1474.73,1487.21,1499.7,1512.09,1524.66,1537.31,1550.25,1562.74,1575.03,1587.69,1600.54,1614.02,1627.76,1640.05,1652.98,1665.92,1679.94,1693.84,1708.57,1723.12,1739.11,1754.3,1770.09,1785.53,1803.59,1824.69,1849.83,1876.6,1904,1947.84
3873,1011,2161,0.90,2.13,26.07,63.51,99.34,133.64,168.52,202.14,234.97,267.72,300.16,331.99,363.53,395.02,425.87,456.18,486.11,515.92,545.22,574.53,603.25,632.01,660.47,688.83,717,744.81,772.87,800.39,827.59,855.05,881.99,908.34,934.24,958.62,980.85,1001.07,1018.53,1034.1,1048.87,1063.06,1077.02,1090.76,1104.34,1117.87,1131.3,1144.54,1157.74,1170.93,1183.96,1197.06,1210.17,1222.94,1235.68,1248.54,1261.34,1274.01,1286.63,1299.29,1311.87,1324.49,1336.88,1349.27,1361.92,1374.16,1386.06,1397.94,1410.22,1422.5,1434.35,1446.4,1458.24,1470.18,1482.22,1493.69,1505.66,1517.62,1529.14,1540.62,1552.19,1564.28,1576.31,1587.94,1599.91,1611.39,1623.2,1635.98,1648.09,1659.94,1671.39,1683.69,1696.69,1709.96,1723.59,1738.14,1754.57,1771.69,1789.75,1808.13,1827.43,1852.55,1875.61,1918.64
3889,565,1638,0.40,1.34,36.69,72.73,108.31,142.24,177.64,215.15,252.4,289.09,325.77,361.54,396.94,432.25,468.93,505.9,542.13,577.62,613.02,649.06,684.92,721.24,756.73,791.48,827.88,862,896.51,927.78,955.74,981.5,1004.76,1021.55,1035.94,1049.08,1061.24,1073.27,1085.45,1097.21,1109.48,1121.37,1133.54,1145.46,1157.32,1169.19,1181.1,1192.99,1205.28,1217.72,1229.76,1242.05,1254.17,1266.69,1279.01,1291.15,1303.89,1316.31,1329.05,1341.77,1354.23,1366.98,1379.68,1391.94,1404.74,1417.56,1429.58,1441.89,1454.92,1467.6,1481.17,1494.49,1507.59,1520.06,1534.04,1546.38,1560.75,1574.71,1587.76,1601.56,1614.16,1628.33,1643.71,1656.61,1668.85,1681.84,1697.75,1713.23,1730.38,1746.61,1764.44,1782.12,1802.46,1821.52,1843.19,1863.31,1887.31,1907.99,1939.73,1958.18,1993.03,2028.04,2067.48,2131.37
3905,1446,3305,0.89,2.57,233.63,270.15,306.16,340.23,374.02,407.37,440.8,474.3,508.57,540.21,572.26,604.6,636.52,667.49,698.9,729.73,760.78,791.32,821.86,851.75,881.58,910.47,937.94,963.21,986.27,1006.52,1022.59,1036.85,1050.51,1063.85,1076.63,1089.16,1101.85,1114.5,1126.87,1139.12,1151.58,1163.83,1175.81,1187.74,1199.82,1212.07,1224.23,1236.41,1248.67,1260.99,1273.37,1285.43,1297.36,1309.05,1321.21,1333.34,1345.19,1357.24,1368.95,1380.77,1392.8,1404.65,1416.6,1428.21,1439.83,1451.96,1464.35,1476.58,1488.38,1500.43,1511.6,1523.73,1535.7,1547.66,1559.18,1571.16,1583.21,1595.84,1608.6,1620.04,1631.91,1644.59,1656.1,1669.35,1681.6,1694.48,1706.55,1717.19,1730.06,1741.16,1754.59,1767.68,1782.5,1795.92,1811.8,1827.56,1842.35,1862.6,1879.95,1895.71,1913.32,1939.77,1972.51,2016.09
3921,1017,2208,0.66,1.69,20.51,54.76,89.4,123.7,159.74,193.15,230.3,265.27,300.14,334.05,369.13,403.33,437.63,470.98,505.29,539.92,573.5,607.52,641.6,675.63,709.2,742.89,775.69,808.54,841.33,874.02,906.09,936.02,963.52,988.75,1011.29,1029.6,1046.52,1062.7,1078.67,1094.81,1110.02,1125.3,1140.3,1155.36,1170.17,1185.01,1199.31,1214.07,1228.63,1242.84,1256.96,1271.17,1285.32,1299.37,1313.37,1327.67,1341.17,1354.66,1368.16,1382.16,1395.3,1408.8,1421.94,1434.88,1447.45,1460.5,1473.12,1485.89,1498.3,1511.07,1524.46,1537.59,1550.18,1562.53,1574.39,1587.33,1599.83,1612.34,1624.56,1636.46,1649.76,1662.54,1675.14,1689.15,1701.58,1714.61,1727.55,1740.72,1753.45,1767.14,1779.3,1793.21,1805.75,1821.04,1836.68,1854.56,1871.71,1886.77,1909.24,1929.65,1954.95,1976.72,2003.96,2054.68
4097,1142,2150,0.87,2.19,180.56,219.14,257.59,296.99,334.76,372.24,408.09,444.08,478.69,512.35,543.82,574.75,604.16,632.47,660.26,687.49,713.35,738.25,763.3,787.78,811.04,834.03,856.33,878.09,899.16,919.8,940.01,958.91,976.63,993.68,1009.59,1024.23,1038.01,1051.34,1064.39,1077.18,1090.1,1102.61,1114.99,1127.23,1139.54,1151.58,1163.62,1175.46,1187.3,1199.27,1210.98,1222.4,1234.24,1245.67,1257.31,1268.94,1280.78,1292.28,1304.32,1315.54,1327.11,1338.68,1350.38,1362.28,1373.58,1386.23,1398,1409.77,1421.67,1433.78,1445.89,1458,1469.56,1481.94,1494.52,1506.09,1517.65,1529.36,1542.21,1553.5,1565.81,1577.79,1589.62,1601.93,1613.3,1627.77,1640.96,1656.25,1670.45,1683.31,1694.74,1707.05,1720.31,1732.95,1750.47,1764.88,1780.37,1796.74,1813.11,1833.87,1855.59,1881.43,1916.67,1946.83
4113,628,1537,0.67,1.8,-74.04,-38.71,-3.13,32.2,67.77,103.84,139.42,173.51,208.35,243.43,278.25,312.84,347.91,382.5,417.57,452.16,486.75,521.83,557.39,591.48,626.31,660.64,695.74,730.06,765.13,798.97,832.8,866.14,898.51,930.33,959.26,985.19,1007.94,1025.52,1041.44,1056.48,1071.03,1085.09,1099.23,1113.15,1127.14,1140.97,1154.74,1168.12,1181.66,1195.5,1209.3,1222.76,1236.94,1250.37,1263.76,1277.63,1291.28,1305.19,1318.81,1332.98,1346.26,1360.21,1374.16,1388,1401.39,1414.93,1428.69,1443.02,1456.7,1469.45,1484.05,1497.58,1510.59,1523.83,1537.68,1550.34,1563.82,1577.01,1591.23,1605.48,1620.45,1633.53,1647.41,1661.88,1674.71,1688.32,1703.13,1717.94,1731.48,1748.03,1761.78,1777.2,1790.1,1804.73,1818.79,1837.92,1858.06,1877.14,1894.46,1916.15,1938.16,1965.16,1995.39,2044.33
4129,751,1661,0.92,1.93,-170.46,-145.3,-121.65,-98.35,-75.32,-52.48,-30.11,-7.54,15.11,38.68,61.98,85.75,110.33,135.3,161.35,188.56,216.66,246.7,278.05,312.08,348.19,387.44,430.95,477.83,529.93,586.44,645.82,709.22,774.49,838.2,898.58,946.47,984.21,1015.67,1042.88,1067.21,1089.85,1111.28,1131.07,1150.03,1168.18,1185.5,1202.02,1219.26,1234.96,1250.97,1266.26,1281.14,1295.94,1309.99,1324.76,1338.78,1352.03,1366,1379.18,1391.61,1404.75,1417.14,1430.26,1442.6,1454.21,1465.81,1478.14,1490.49,1502.03,1513.56,1525.11,1536.62,1548.14,1558.94,1569.74,1581.17,1591.88,1602.59,1614.1,1624.05,1634.74,1645.45,1656.2,1666.91,1676.76,1687.48,1697.45,1707.24,1717.24,1728.87,1740.3,1750.99,1763.39,1774.1,1787.24,1800.5,1814.49,1826.89,1840.82,1855.71,1871.32,1893.61,1917.55,1941.43
4145,1542,3310,0.80,1.88,332.02,366.89,404.04,439.61,471.91,506.16,542.74,576.22,608.06,641.58,673.6,705.8,739.48,773.04,806.18,836.15,866.27,897.05,926.48,954.11,979.24,1001.41,1020.86,1037.73,1053.41,1069.08,1084.46,1099.81,1115.16,1129.76,1144.19,1159.1,1173.72,1187.87,1202.95,1217.18,1231.22,1246.31,1260.22,1274.69,1289.04,1302.57,1316.89,1330.9,1345.14,1359.3,1372.43,1385.56,1399.21,1413.64,1427.73,1440.68,1455.8,1469.06,1482.29,1494.75,1507.56,1521.63,1534.43,1547.32,1560.64,1575.79,1589.63,1603.48,1617.28,1630.09,1643.21,1654.29,1667.57,1679.92,1694.16,1706.96,1721.3,1734.8,1747.6,1761,1774.48,1786,1796.53,1808.71,1819.81,1834.31,1847.26,1859.78,1870.83,1887.8,1903.1,1916.67,1932.77,1948.66,1964.98,1977.86,1989.48,2007.16,2040.81,2062.94,2091.09,2124.41,2165.57,2213.86
4161,476,992,0.88,1.93,-60.81,-31.4,-3.03,25.34,54.22,82.04,109.85,137.26,165.55,192.97,221.3,250.26,279.59,308.55,338.47,368.91,398.91,429.35,460.9,493.01,525.52,558.62,592.21,624.87,658.89,692.12,725.18,757.77,790.79,822.98,854.49,885.97,916.4,945.45,972.76,997.79,1018.81,1037.75,1055.63,1072.83,1089.37,1105.61,1121.97,1137.98,1153.82,1169.68,1184.9,1200.24,1215.3,1230.48,1245.04,1259.61,1274.18,1288.68,1303.56,1317.75,1331.58,1345.39,1359.47,1373.5,1387.51,1401.05,1414.2,1427.74,1441.69,1454.78,1467.86,1481.46,1494.48,1508.55,1521.26,1534.25,1547.33,1560.51,1574.14,1587.65,1601.14,1614.96,1630.08,1642.73,1656.22,1671,1683.71,1697.16,1710.55,1726.16,1742.12,1756.69,1773.48,1789.84,1808.08,1826.45,1842.17,1862.02,1884.72,1903.67,1922.91,1954.32,1985.47,2031.7
4353,794,2097,0.64,1.84,-17.15,19.91,55.61,91.82,127.39,162.75,197.51,231.93,266.27,299.76,333.25,366.52,399.8,432.56,465.28,497.62,529.74,561.65,593.35,624.76,656.54,687.81,719.22,750.28,781.2,811.8,842.09,871.74,900.77,928.51,953.74,976.75,997.74,1014.86,1028.6,1041.06,1053.01,1064.6,1076.12,1087.58,1098.81,1109.83,1120.96,1132.12,1143.27,1154.4,1165.56,1176.57,1187.54,1198.67,1209.71,1220.78,1231.94,1243.26,1254.56,1265.71,1276.85,1287.94,1299.23,1310.69,1321.85,1333.42,1344.73,1356.06,1367.43,1378.75,1390.19,1401.45,1412.69,1424.42,1436.23,1447.63,1459.04,1470.52,1482.56,1494.18,1506.12,1518.21,1530.44,1542.17,1554.12,1566.21,1578.76,1591.01,1604.55,1617.08,1629.75,1643.01,1656.28,1669.93,1685.72,1700.82,1716.33,1732.61,1751.47,1774.36,1795.77,1820.86,1850.69,1900.17
4369,130,552,0.40,1.73,-296.47,-266.03,-236.38,-205.93,-176.28,-145.83,-115.38,-81.73,-50.48,-20.83,9.62,40.06,71.31,104.17,135.42,167.47,201.12,233.97,266.83,301.28,334.94,370.19,405.45,442.31,479.17,516.03,553.69,591.35,630.61,671.47,713.14,754.81,798.08,840.94,882.21,920.98,955.27,984.31,1007.42,1020.47,1032.3,1043.37,1054.24,1065.21,1076.18,1087.46,1098.77,1110.15,1122.39,1134.32,1146.52,1158.86,1171.91,1184.9,1198.06,1210.91,1224.17,1237.67,1250.86,1264.64,1278.34,1292.56,1306.74,1320.76,1334.63,1348.75,1362.86,1376.36,1390.48,1405.11,1420.14,1434.12,1448.58,1463.96,1478.79,1493.42,1507.5,1522.98,1538.06,1553.4,1569.81,1586.42,1602.92,1622.99,1640.14,1658.46,1677.57,1699.82,1721.15,1742.06,1764.31,1788.03,1813.15,1835.26,1855.57,1886.43,1924.67,1961.69,2022.76,2073.69
4385,1091,2429,0.77,2.2,101.45,136.46,171.6,206.61,240.42,274.33,307.12,339.39,371.86,403.75,435.51,466.44,497.45,527.75,558.17,588.47,618.45,648.3,678.3,708.02,737.49,767.08,796.11,825.27,854.35,882.77,910.81,937.59,962.63,985.28,1005.67,1022.18,1037.17,1051.18,1064.87,1078.22,1091.41,1104.23,1117.13,1129.86,1142.48,1154.93,1167.28,1179.65,1191.89,1204.11,1216.05,1227.74,1239.48,1251.2,1262.81,1274.49,1286.15,1297.63,1309.17,1320.45,1331.7,1342.68,1353.96,1365.16,1376.28,1386.96,1398.15,1408.89,1419.94,1431.02,1441.37,1451.83,1462.65,1473.72,1484.18,1494.9,1505.68,1516.22,1526.78,1537.27,1548.69,1559.61,1570.8,1582.25,1593.3,1604.32,1615.46,1626,1637.02,1649.02,1661.4,1673.63,1685.49,1698.12,1712.31,1726.56,1742.34,1758.45,1775.23,1794.02,1815.93,1842.03,1869.27,1913.44
4401,263,549,1.06,2.36,-473.62,-452.5,-429.38,-403.33,-375.64,-348.58,-320.25,-288.62,-253.89,-221.44,-187.53,-153.43,-121.16,-83.96,-46.76,-8.92,29.28,67.31,106.61,149.39,190.52,230.19,271.96,315.38,358.16,400.93,443.35,488.41,533.65,578.07,623.13,667.02,711.62,753.39,795.52,838.76,881.36,921.67,960.7,995.36,1023.62,1046.5,1068.01,1091.08,1112.41,1134.44,1156.47,1177.97,1200.35,1223.78,1246.33,1266.61,1287.24,1308.04,1328.67,1349.65,1372.03,1392.48,1413.29,1432.17,1454.02,1470.98,1489.69,1510.49,1529.72,1549.48,1571.5,1592.13,1617.48,1635.31,1653.5,1668.71,1689.16,1706.64,1724.48,1743.53,1761.89,1780.94,1798.08,1817.83,1836.01,1853.67,1871.33,1890.03,1905.77,1927.45,1948.6,1967.31,1981.82,1994.58,2031.64,2048.43,2061.71,2093.01,2104.2,2124.13,2139.34,2152.45,2178.15,2242.48
4417,382,644,0.78,1.46,-66.05,-26.45,-2.15,21.62,44,68.44,88.47,108.24,130.67,158.72,186.97,214.88,246.07,275.32,301.7,334.95,359.93,388.17,420.56,449.28,479.46,508.04,535.76,565.07,589.18,613.96,638.99,667.38,691.01,716.99,742.5,767.81,791.25,816.03,842.4,865.11,893.02,922.47,946.39,969.3,992.2,1015.67,1040.47,1064.18,1091.99,1115.68,1143.86,1163.11,1189.69,1214.22,1236.3,1261.67,1287.41,1312.72,1336.05,1363.89,1395.35,1423.13,1443.95,1469.38,1498.37,1533.51,1571.93,1606.28,1636.93,1660.75,1697.07,1724.49,1756.76,1798.52,1832.79,1875.31,1905.2,1932.11,1954.28,1995.85,2022.93,2049.9,2071.45,2109.93,2142.32,2158.28,2175.77,2209.28,2270.68,2290.72,2339.72,2380.67,2423.61,2496.72,2502.95,2604.26,2633.25,2635.33,2667.57,2720.81,2745.29,2769.76,2837.69,2905.62
4433,1352,3128,0.72,1.93,85.55,126.19,165.02,204.78,246.9,286.21,326.89,365.69,404.55,441.57,477.87,515.57,552.58,588.91,625.79,661.95,696.85,732.22,767.63,802.56,836.25,870.29,903.33,934.79,964.35,989.22,1011.18,1028.25,1044.11,1059.33,1073.58,1087.96,1101.64,1115.68,1129.34,1143.23,1156.82,1170.23,1183.5,1196.79,1210.01,1223.11,1236.2,1250.15,1263.24,1276.54,1289.8,1302.92,1315.68,1329.36,1342.51,1355.18,1367.56,1379.67,1392.16,1404.75,1417.09,1429.53,1441.53,1454.1,1467.04,1479.36,1491.7,1504.08,1516.61,1528.26,1540.17,1552.78,1564.41,1576.62,1589.41,1601.76,1614.42,1626.64,1639.8,1652.53,1663.77,1676.07,1689.19,1702.07,1713.96,1728.34,1741.38,1756.13,1768.01,1783.08,1796.47,1812.4,1827.5,1842.82,1857.68,1877.67,1894.19,1917.97,1932.06,1956.38,1996.39,2025.19,2078.68,2167.54
4609,150,411,0.87,2.61,-390.04,-357.95,-325.86,-293.39,-257.76,-222.13,-186.3,-149.23,-112.55,-75.48,-38.6,-2.78,35.34,73.66,113.03,151.15,190.52,229.69,267.82,307.18,346.55,385.92,425.1,464.66,503.83,543.39,582.57,622.13,662.55,704.21,744.64,786.49,826.44,868.77,909.39,948.75,982.18,1009.58,1026.82,1043.1,1058.91,1073.28,1089.08,1104.89,1119.25,1135.06,1150.86,1166.67,1182.47,1198.28,1215.52,1231.32,1248.56,1265.8,1281.61,1298.85,1317.53,1334.77,1352.01,1369.25,1385.06,1402.3,1419.54,1436.78,1454.02,1469.83,1485.63,1502.87,1520.11,1537.36,1554.6,1573.28,1589.08,1607.76,1623.56,1639.37,1655.17,1673.85,1689.66,1705.46,1721.26,1737.07,1754.31,1774.43,1791.67,1808.91,1827.59,1844.83,1864.94,1885.06,1899.43,1915.23,1938.22,1958.33,1987.07,2015.8,2037.36,2068.97,2119.25,2145.11
4625,230,906,0.58,1.96,-218.45,-175.16,-133.43,-95.39,-60.84,-25.11,7.68,39.92,69.4,98.33,127.25,156.17,184.91,212.27,240.82,269.37,296.91,324.28,352.45,380.18,408.92,437.84,468.14,497.25,526.74,557.6,590.2,622.63,655.86,689.22,723.58,759.68,795.6,831.52,868.38,904.49,938.47,967.58,992.82,1011.68,1023.55,1034.17,1044.7,1055.32,1065.67,1076.1,1086.5,1097.25,1108.57,1119.78,1131.2,1143.11,1155.46,1167.4,1179.72,1192.22,1204.94,1217.73,1230.3,1242.55,1255.12,1267.73,1280.89,1294.31,1308.22,1321.9,1335.25,1349.41,1361.95,1376.22,1389.76,1403.88,1417.9,1432.89,1446.82,1461.76,1478.06,1493.01,1509.86,1531.46,1549.66,1567.68,1588.63,1612.69,1635.23,1654.86,1678.81,1702.31,1728.86,1755.06,1780.71,1815.58,1844.84,1884.46,1930.17,1970.46,2007.44,2099.58,2190.58,2358.04
4641,257,640,0.67,1.81,-208.84,-165.62,-124.56,-81.82,-42.36,-4.8,29.8,64.09,98.14,130.03,162.48,193.57,224.35,256.01,286.3,316.77,347.06,376.8,407.03,436.21,466.51,495.45,525.35,554.92,585.15,614.33,643.83,673.01,701.88,732.73,763.2,793.01,823.55,853.77,883.51,912.69,941.04,966.75,990.27,1010.96,1027.1,1042.39,1057.41,1071.9,1086.47,1101.28,1115.92,1130.49,1145.69,1160.96,1176.55,1191.98,1207.33,1223.47,1239.6,1255.58,1271.72,1288.16,1304.06,1319.65,1335.71,1352.47,1369.55,1386.47,1403.15,1419.68,1436.12,1451.4,1467.85,1483.43,1500.27,1517.74,1534.97,1551.42,1567.4,1582.76,1599.36,1617.06,1634.53,1652.7,1671.26,1687.4,1702.99,1722.33,1739.8,1756.72,1774.89,1794.08,1811.23,1830.65,1854.23,1873.27,1895.99,1917.76,1939.69,1969.53,2004.7,2043.55,2078.48,2119.61
4657,368,916,0.76,2.08,-189.63,-157.27,-124.86,-92.98,-61.63,-30.28,0.52,31.63,62.44,92.47,122.81,153.38,183.65,213.98,244.49,274.83,305.16,335.73,366.78,397.64,428.69,459.8,491.38,523.03,554.85,586.67,618.91,651.27,684.4,716.82,750.25,783.2,816.64,849.29,881.95,914.6,945.95,973.94,998.57,1017.74,1032.94,1047.89,1062.11,1076.32,1090.22,1103.89,1117.58,1131.04,1144.62,1158.19,1171.8,1185.58,1199.26,1212.94,1226.42,1240.42,1254.11,1268.01,1281.69,1295.59,1309.47,1323.05,1337.15,1350.85,1364.2,1377.71,1391.89,1406.22,1420.01,1434.21,1447.47,1461.78,1475.57,1489.58,1503.58,1517.13,1530.83,1544.42,1559.06,1574.13,1589.06,1604.01,1618.85,1633.68,1647.77,1663.27,1678.21,1694,1709.9,1723.68,1741.17,1758.43,1778.41,1795.88,1818.54,1841.27,1865.99,1900.33,1934.2,1983.56
4673,810,1694,0.94,1.88,71.38,101.65,130.58,158.52,186.66,214.87,242.84,270.23,297.25,324.17,351.39,378.58,405.67,433.15,460.17,487.75,515.17,543.21,571.25,599.62,628.12,657.05,686.4,715.49,745.4,775.81,806.18,836.88,868.89,900.87,931.74,961.45,989.39,1015.39,1038.02,1059.29,1080.09,1100.23,1119.86,1139.21,1158.49,1177.06,1195.25,1213.25,1230.72,1247.76,1264.01,1280.13,1295.77,1311.29,1326.15,1341.21,1355.64,1369.9,1383.7,1397.37,1410.6,1423.74,1436.12,1448.78,1461.2,1473.88,1485.74,1497.39,1509.4,1520.75,1532.13,1543.87,1554.82,1566.13,1576.86,1587.78,1598.63,1609.2,1620.2,1631.41,1641.46,1651.54,1662.29,1673.44,1683.21,1692.93,1703.29,1714.03,1723.48,1733.48,1743.86,1754.64,1766.83,1777.75,1788.94,1800.19,1811.32,1824.06,1839.01,1852.09,1869.1,1889.92,1913.79,1943.14
4689,575,1179,0.73,1.69,-124.52,-93.27,-59.84,-28.32,2.66,33.1,62.45,91.52,120.88,150.5,177.95,207.01,235.28,263.82,291.53,318.98,346.97,374.42,401.87,429.05,456.21,483.66,511.11,538.29,566.01,593.45,621.17,649.17,676.89,704.88,732.87,760.3,788.57,816.06,844.01,872.55,900.41,928.25,954.34,978.53,1000.86,1020.47,1038.1,1055.2,1072.11,1088.66,1105.51,1122.05,1138.28,1154.47,1170.81,1187.31,1203.42,1219.23,1234.62,1250.52,1266.3,1282.01,1297.79,1313.45,1328.95,1344.65,1360.15,1375.86,1390.37,1405.78,1420.48,1435.98,1450.85,1465.02,1479.93,1494.03,1508.61,1522.39,1536.34,1550.91,1565.41,1579.95,1595.3,1610.12,1623.74,1636.55,1649.85,1666.56,1681.22,1695.31,1710.63,1727.17,1742.91,1761.02,1778.04,1794.74,1816.05,1837.01,1857.24,1880.43,1912.42,1939.19,1989.79,2041.1
4865,487,1341,0.87,2.09,-309.42,-279.99,-249.54,-218.05,-185.37,-151.34,-115.91,-76.56,-33.96,14.12,68.87,131.66,197.86,263.56,325.54,381.48,431.96,478.17,520.77,560.3,597.43,633.02,666.86,699.06,730.02,760.32,789.74,818.14,845.37,872.19,898.05,922.68,944.91,965.06,983.07,999.48,1013.58,1025.48,1036.5,1046.63,1056.5,1065.87,1075.23,1084.6,1093.97,1103.04,1112.12,1121.19,1130.27,1139.34,1148.71,1157.79,1166.86,1176.23,1185.3,1194.96,1204.33,1213.7,1223.07,1233.02,1242.68,1252.63,1262.59,1272.54,1282.49,1292.45,1302.99,1313.23,1324.36,1335.48,1346.6,1358.02,1370.02,1382.03,1394.91,1407.49,1420.08,1432.96,1446.72,1459.89,1474.24,1489.75,1505.85,1521.37,1537.18,1553.86,1571.14,1588.99,1607.73,1626.46,1650.18,1674.18,1696.72,1723.36,1750.88,1778.98,1809.72,1847.78,1889.93,1949.36
4881,137,435,0.56,1.95,-388.16,-358.4,-325.98,-292.85,-259.72,-225.61,-191.78,-157.67,-122.15,-88.05,-54.21,-19.4,15.68,51.91,88.41,124.2,159.71,196.21,231.73,267.25,302.06,338.56,375.05,410.84,447.07,484.54,521.75,559.93,597.13,636.01,674.47,714.33,754.63,794.49,834.35,875.63,914.15,950.65,982.71,1007.06,1022.66,1035.96,1049.62,1062.58,1075.52,1089.17,1102.83,1116.51,1130.53,1144.55,1158.58,1172.6,1186.62,1201,1216.1,1230.49,1245.23,1259.62,1275.44,1290.91,1307.08,1321.82,1336.57,1352.39,1367.49,1381.52,1397.69,1413.52,1429.69,1446.6,1462.42,1478.97,1494.79,1511.32,1530.75,1550.16,1569.93,1588.64,1608.4,1624.23,1645.45,1667.39,1683.93,1702.27,1723.11,1746.84,1768.79,1787.12,1808.36,1834.25,1863.72,1888.89,1914.77,1942.11,1979.14,2008.28,2038.83,2074.1,2117.23,2202.07
4897,177,480,0.79,2.23,-352.71,-319.1,-283.79,-248.66,-215.23,-181.7,-147.91,-112.87,-77.56,-43.95,-7.12,26.5,61.72,95.51,130.64,164.16,199.3,232.91,268.13,303.53,336.96,372.18,407.23,441.02,476.15,509.85,545.25,581.9,615.78,652.52,687.92,726.54,765.34,802.44,841.04,878.42,918.73,953.92,987.26,1011.4,1027.26,1042.85,1058.43,1073.55,1089.18,1104.51,1120.1,1135.98,1151.8,1168.16,1184.75,1201.34,1217.96,1235.77,1252.87,1269.94,1286.78,1303.11,1320.18,1338.51,1354.91,1372.2,1390.56,1409.36,1428.2,1447.23,1466.55,1486.13,1505.67,1523.77,1541.1,1559.65,1579.19,1596.78,1615.2,1634.75,1654.26,1672.36,1688.94,1709.23,1727.81,1749.86,1767.15,1784.77,1803.13,1821.2,1845.76,1863.28,1883.34,1905.91,1920.05,1937.35,1961.1,1986.08,2008.68,2038.38,2062.91,2098.49,2140.87,2254.09
4913,242,783,0.33,1.16,-208.1,-178.83,-148.99,-119.15,-89.88,-60.03,-28.47,1.95,32.94,65.66,97.22,129.94,163.22,197.08,230.37,264.23,299.24,334.25,369.83,405.42,442.15,479.45,516.76,554.06,592.52,630.97,670,709.6,748.62,787.65,826.1,863.55,899.56,931.13,961.55,987.37,1010.18,1026.04,1039.61,1052.54,1064.71,1077.02,1089.4,1101.54,1113.78,1126.16,1138.06,1150.06,1162.06,1174.54,1186.69,1199.01,1211.25,1224.07,1236.83,1249.36,1261.79,1274.88,1287.65,1300.17,1313.32,1325.75,1339.76,1353.52,1366.96,1380.39,1393.97,1407.45,1420.36,1433.98,1448.27,1461.09,1474.52,1488.86,1502.15,1516.39,1532.51,1546.61,1562.91,1578.6,1595.13,1612.16,1627.93,1646,1661.44,1676.5,1693.85,1712.3,1730.62,1750.89,1771.82,1790.23,1812.08,1830.39,1861.79,1900.8,1939.57,1974.95,2033.89,2088.55
4929,653,1963,0.55,1.73,87.43,122.45,158.01,192.39,227.17,261.62,295.92,330.54,364.91,399.13,433.34,467.47,500.74,534.79,568.27,601.55,635.03,668.22,701.41,734.33,766.87,799,830.28,861.64,891.78,920.1,946.4,969.53,990.61,1009.07,1022.62,1034.3,1045.12,1055.59,1065.73,1075.75,1085.65,1095.56,1105.29,1115.02,1124.64,1134.38,1144.05,1153.67,1163.23,1172.85,1182.41,1192.15,1201.94,1211.61,1221.4,1231.3,1241.16,1251.01,1260.68,1270.47,1280.38,1290.33,1300.41,1310.26,1320.34,1330.37,1340.49,1350.62,1361.16,1371.41,1382,1392.71,1403.07,1413.67,1424.48,1435.76,1446.7,1457.97,1468.63,1479.27,1490.04,1501.43,1512.71,1525.25,1537.39,1549.92,1561.84,1574.38,1587.89,1600.48,1613.26,1628.59,1642.62,1656.82,1672.17,1689.16,1706.86,1725.86,1746.99,1768.18,1794.51,1824.63,1861.38,1918.41
4945,230,474,0.59,1.29,-239.01,-207.47,-179.23,-147.69,-118.89,-90.09,-62.91,-31.41,-2.06,26.19,53.92,79.99,108.79,134.89,162.03,190.31,218.01,244.63,272.91,299.01,326.15,353.35,381.57,409.33,438.65,465.83,494.07,522.32,552.78,582.11,612.53,641.89,671.24,702.75,734.83,766.34,797.29,829.66,860.91,892.41,925.02,954.88,984.96,1010.71,1032.23,1053.24,1073.77,1094.61,1115.05,1136.56,1156.18,1177.69,1199.12,1220.64,1241.66,1260.51,1280.04,1300.88,1322.57,1342.83,1363.26,1382.46,1404.89,1427.72,1447.75,1467.68,1488.7,1510.3,1531.91,1551.26,1570.43,1589.55,1608.08,1628.51,1651.84,1669.96,1695.55,1714.99,1734.02,1755.77,1773.21,1791.33,1819.58,1836.86,1853.54,1888.03,1907.2,1933.96,1952.9,1973.24,1998.42,2019.26,2052.75,2087.73,2106.32,2140.05,2176.7,2199.71,2245.96,2324.88
